economy,ano,AG_AGR_TRAC_NO,AG_LND_AGRI_ZS,EN_ATM_CO2E_PC,NY_GDP_MKTP_KD_ZG,NY_GDP_PCAP_PP_KD,EG_USE_COMM_CL_ZS,EG_USE_COMM_FO_ZS,AG_LND_FRST_ZS,EG_ELC_FOSL_ZS,CO2_coef
BLR,1991,0.0,0.0,-0.03662807179953609,0.0,-0.01245567075638665,-1.7181422870120006e-06,-0.0032349232679977913,0.0,4.13000418720344e-05,-1
BLZ,1991,0.0,0.001753616834721603,0.27072445376144616,0.02304052478942319,0.09456950344591952,0.0,0.0,-0.006169662428760035,0.0,1
BOL,1991,0.019230769230769162,0.0031477891627439904,0.02276568130975498,0.006307392397758305,0.031059949610917847,0.005195131558302002,-0.010183237001180623,-0.002495458321794999,-0.06430390605334402,1
BRA,1991,0.017142371006848345,-0.0016987033000160068,0.020483963226611834,0.053821895854932494,-0.007006962759061541,0.0002280588214410173,0.01442746970577713,-0.0045236619630679795,0.002634626137152205,1
BRB,1991,0.0,0.0,-0.006321334482356722,-0.0059231352057121,-0.04097736643484773,0.0,0.0,0.0,0.0,-1
BRN,1991,0.0,0.0,0.007581918394232501,0.0205652082617508,0.0011417078847402173,0.0,0.0005182022243392925,-0.0030360531309290197,0.0,1
BTN,1991,0.19999999999999996,0.01070136763478379,-0.030067712540483793,-0.10790993602263095,-0.020337406678294312,0.0,0.0,0.002124863557562975,0.0,-1
BWA,1991,-0.3203389830508474,-0.002117410407072029,-0.05349084521029879,0.0068588727005457,0.04414555355874983,3.1218936965212995e-05,-0.04113098084554234,-0.002087413759637968,0.0,-1
CAF,1991,0.0,3.210375935030818e-05,-0.0699498621273309,0.01594985060639003,-0.0360080337182872,0.0,0.0,-0.00048155639025296185,0.0,-1
CAN,1991,-0.021134666666666635,0.00014527365181759677,-0.02693287386455978,-0.0229400304205566,-0.03300300011049506,0.015187510895008033,-0.01786700301053501,-5.252972754696827e-05,-0.005975040484924001,-1
CEB,1991,0.0,-0.00040615050571396694,-0.0733202120862142,0.0,-0.09638528441692107,0.005042235546652494,-0.005706393644843266,0.00040311821139400907,-0.010107729333406893,-1
CHE,1991,-0.003374538842165986,-0.0010421492605509996,0.04092406175924035,-0.045904422616325,-0.02146489920634309,-0.006065062283727016,0.0033942975622018867,0.001079113501068001,0.004254092832793299,1
CHL,1991,0.050909090909091015,-0.0014794252298490206,-0.05772631294374231,0.044708267119168796,0.06062941175684222,0.020765056383774096,-0.057094452115941885,0.0007679696368139943,-0.171360369245175,-1
CHN,1991,-0.034461293536201976,0.006055441642478954,0.04491770292844821,0.05342534716296649,0.07782091990507412,0.0007064350476994707,-0.011586352886708062,0.0021154059595770037,0.019368091029976,1
CIV,1991,0.01449275362318847,0.0006289308176100405,-0.006441223396756235,0.011368335841083715,-0.03669211099310665,-0.0008323957359792989,-0.016152152098151684,-0.008667955974843019,-0.023481929921114995,-1
CMR,1991,0.0,-0.0004230923822209931,1.3313245683182204,0.022970982732133806,-0.06644255250333209,-0.0005359957723299003,-0.07065399309542175,-0.0019092255293939786,-0.0008109324697252007,1
COD,1991,0.0,8.82203744949983e-05,-0.47106286314398516,-0.01852740804491309,-0.11393525421991257,0.001341588669433802,-0.21345717455342605,-0.0029686156017730524,-0.0002589010863791197,-1
COG,1991,0.0,5.856515373299231e-05,-0.02976352200489163,0.013953638862812898,-0.004117979923193293,0.0030262668855786014,0.027751425923051576,-0.00035139092240100923,-0.00608519269776876,-1
COL,1991,-0.03125,-0.00179360072104501,0.014250058185968584,-0.022803907349402904,-0.0005615138498751282,0.000706571063800796,0.012489663254008132,-0.002003280757097059,0.007015731912030993,1
COM,1991,0.0,0.005373455131650004,0.022393889553551816,-0.104868735619973,-0.07782366462346846,0.0,0.0,-0.0023535733476629872,0.0,1
CPV,1991,0.06896551724137923,0.0,-0.09639025563377568,0.007119751066801719,-0.008153550890824923,0.0,0.0,0.006039702233250601,0.0,-1
CRI,1991,0.0,0.0009827653740689612,0.03959807452201525,-0.012874083772057099,-0.0029653151327696525,-0.009288698945490009,0.015113373043781575,-0.0009827653740689612,0.026444081468904698,1
CSS,1991,0.004159733777038266,0.00020764974681980241,0.003206462092647966,0.0046336271664931695,0.015216035471578016,0.00016076387375573404,0.19736963921318762,-0.0005519822156360021,0.0,1
CUB,1991,-0.001069072514406355,0.001303538175046981,-0.23655820649631198,-0.07744132163454509,0.0,0.000133850154899951,-0.03588920462010192,0.0035102420856609837,-0.009822169835628926,-1
CYP,1991,0.027397260273972712,-0.0015151515151520202,0.09807360971749302,-0.06664498304547455,-0.018347451391952374,0.0,0.0005212196328441276,0.0011363636363629936,0.0,1
CZE,1991,0.0,0.0,-0.08525203379037871,0.0,-0.11402505992163803,0.0043429855028398025,0.0013177657937588627,0.0,0.001483805298388887,-1
DEU,1991,-0.0430622009569378,-0.025663792856529,-0.030910987405064483,-0.0014674456087802046,0.04345220055386778,-0.0022557891840899913,0.002976582486402757,0.00015467018016202872,0.006179977607390015,-1
DJI,1991,0.0,0.01617773943054395,-0.03445803337059472,0.0,0.0,0.0,0.0,0.0,0.0,-1
DMA,1991,0.0,0.0,0.004917487453175662,-0.0407021856666631,0.018461413625334044,0.0,0.0,-0.0032533333333330462,0.0,1
DNK,1991,-0.013337024391744334,-0.004500000000000028,0.20315887995389703,-0.0008161027903617013,0.011308401976968696,-0.0007850144918868995,0.05016044914355522,0.0010040000000000049,0.001963469263095874,1
DOM,1991,-0.012875536480686733,0.0,0.025440165778492174,0.06398451284169142,-0.011278615942565406,0.00311892591587681,-0.0036349298220421655,0.007815773131857,-0.03544961680011596,1
DZA,1991,0.07362238312952551,-0.0002267249993710152,0.03060603845210208,-0.02000001165688888,-0.03528167862447762,0.00038152700445624597,0.0,-3.6947777675140346e-05,-0.008509465785738968,1
EAP,1991,-0.006584731727816484,0.0017958491760919771,0.0428928389655705,0.028403443907582194,0.05958924229496265,0.00047196483151350053,-0.007152776623902346,-0.00010377335266198884,0.019575372338610036,1
EAR,1991,0.03728169210807897,0.00027378498911502904,0.02466757608279191,-0.008608810007337401,0.019799956636036065,-0.0001149810507618998,0.001728801706001315,-0.001211496428201002,0.005234801908778905,1
EAS,1991,-0.05312184778161899,0.0003878458331470114,0.03154408754067006,-0.0021793844160651952,0.03935889495562517,0.0026485183526328004,-0.004591856048199561,-0.00012902150544700676,0.012318218767824901,1
ECA,1991,0.0,0.004384901835489004,-0.03466647539023304,-0.0345308808287995,-0.059644895539353704,0.0008069376377252979,-0.000685012371722582,0.0,-0.009341205506095917,-1
ECS,1991,0.0,-0.003327001256666975,-0.020147424864551566,-0.019002039279657518,-0.01206728136512436,0.002998321866121003,-0.0035921924776464165,0.0,-0.008099020891392996,-1
ECU,1991,0.011494252873563315,0.002456292443288994,-0.001981898944403704,0.006114283452367805,0.019838176198196056,-0.0016218573903570021,0.005609594471011281,-0.003257152145644042,0.057775131563298,-1
EGY,1991,0.03508771929824572,-5.0228539856300716e-05,-0.0057566486299257535,-0.0454162456355606,-0.012838980991964566,-7.071332823589849e-05,-0.001971225298825874,1.5470390275755045e-05,0.011547065874765963,-1
EMU,1991,-0.007338562233085488,-0.00867066174377605,0.0012677420375324377,-0.0092624528793046,0.02214105507379238,0.0015272420926419983,-0.002955290857566961,0.0024417850708270093,-0.005790156453864981,1
ESP,1991,0.02013012432001937,-0.00202226493672903,0.03063268570239508,-0.012353929703564002,0.022853247769003326,-0.00137797887860998,0.007312100640845198,0.00638569197501198,-0.007769973435830977,1
EST,1991,0.0,0.0,-0.07281142508798577,0.0,0.0,0.0,-0.016161494725346226,0.0,0.013500320029542011,-1
ETH,1991,0.0,-0.001398728428701048,-0.031944483785052546,-0.0986393148300086,-0.10967013603338194,2.8820309995050143e-05,-0.0420918003892351,-0.000691734786557987,-0.011427053614805996,-1
EUU,1991,-0.002379506061722436,-0.006096791736040999,-0.01383581870148387,-0.015234987692915198,0.010616808274061862,0.004785287092292006,-0.006404132261042417,0.0017565878955949899,-0.006150748695252019,-1
FCS,1991,0.017003636782359166,0.001283711009794004,-0.05592441555098815,-0.12597228405994218,-0.10579788416843172,0.0011318256532154014,-0.00870734540855822,-0.0012283044401929998,-0.024260696596181006,-1
FIN,1991,-0.012752942986843152,0.0010440263961390972,0.004941121782316982,-0.06556603913716433,-0.0639894943925261,0.004632038658601978,0.019686771323275343,0.0018723858301319752,-0.020963839398924017,1
FJI,1991,0.03761194029850756,0.007662835249041997,0.005785831836771171,-0.08500006448993609,-0.032457441979318435,0.0,0.0,0.0036551724137930106,0.0,1
FRA,1991,-0.02083333333333337,-0.00197053871131601,0.05910536870290306,-0.018757592341863902,0.0016314632753859915,-0.0007895958939140257,-0.003596901179314882,0.0015559768137540075,0.020675786551277008,1
GAB,1991,0.0,0.00023914308999879453,0.08191495875188592,0.009202662064878,0.03279285614184402,-0.0013002009051513985,-0.003473906889464362,-0.00023914308999891886,-0.0019619445049979946,1
GBR,1991,0.0,-0.0024800562146070604,0.012718635284067581,-0.018368771542026582,-0.0140848580016949,0.002949810113737392,-0.005001635959826944,0.0007274831562850004,-0.010891477939310903,1
GEO,1991,0.0,0.0,-0.24370296962014115,-0.06311774827322197,-0.2165309528631454,0.008726138490499897,-0.018710122587245026,0.0,-0.019253087432322003,-1
GHA,1991,-0.004158004158004158,0.004043245143710976,-0.12562569212342123,0.019530085151277597,0.02647107903460766,0.0018618659052379006,-0.09176412473146134,-0.004727300694383985,0.0,-1
GIN,1991,-0.014847401704701668,-0.003744098974442025,-0.014738256230461877,-0.0171063975073488,-0.014439563751557305,0.0,0.0,-0.001412176461012997,0.0,-1
GMB,1991,0.0,0.0,-0.02183521464086391,-0.004518401437140196,-0.009771389884859705,0.0,0.0,-0.005665019762845986,0.0,-1
GNB,1991,0.0,0.0013442389758180084,-0.01359234382116925,-0.009999999636169604,0.029527518294221622,0.0,0.0,-0.0030032005689899677,0.0,-1
GNQ,1991,0.0,0.0,0.005120165999598969,0.0073632520786154985,-0.046263878673276304,0.0,0.0,-0.002979322638146016,0.0,1
GRC,1991,0.036907603531783684,-0.004499612102404029,-0.009336796798124714,0.0310000024459127,0.018698347085250644,0.00460741299347054,-0.005367157682745427,0.0023404111714510024,-0.03583085600327607,-1
GRD,1991,-0.0625,-0.02941176470588303,0.05249696432468953,-0.026270660835643903,0.0066294589166191464,0.0,0.0,0.0,0.0,1
GTM,1991,0.0,0.0,-0.0011099323448412468,0.0055568557449224,0.009075874688599939,-0.000526035997219001,0.026046578296727407,-0.005337812616647995,0.020397438883726197,-1
GUY,1991,0.0,9.482854965709997e-05,-0.0196741458033155,0.0912535084937301,0.06488314347746593,0.0,0.0,-0.00019268478537000532,0.0,-1
HIC,1991,-0.016214122982666224,-0.0011105721207110265,-0.008517013895716907,-0.0168533567068918,0.007186721596709189,0.004691482969841996,-0.007040290878732591,0.0001913088518350037,-0.003318966520648985,-1
HND,1991,0.028761061946902755,0.00196621682009102,-0.02728547091916711,-0.0611105737263524,-0.05991768183487567,-0.0014716969542354975,-0.004884865282775874,-0.00187246402716994,-0.002756060520839201,-1
HPC,1991,0.03611250838363511,0.0010772470635249931,0.009025385903291161,0.015477205468574761,-0.017143303083948846,0.00033509313001139684,-0.05064924943322613,-0.0015578032936549846,-0.0059349505083167034,1
HRV,1991,0.0,0.0,-0.2614712315707943,0.0,0.0,0.024908817213930297,-0.0854261691124899,0.0,-0.20334626532684902,-1
HTI,1991,-0.09999999999999998,-0.00036284470246698673,-0.03799157425233812,0.008424219219803299,-0.00148456999875346,-0.0045280495291258,-0.05535857032490943,-8.236574746000259e-05,0.04824335351973502,-1
HUN,1991,0.860587044534413,-0.0015578057193719986,-0.04249626910343374,0.0,0.0,0.006456605152179992,0.0008202860733439454,0.0011936129965500087,0.02415421111554494,-1
IBD,1991,0.01851414720763933,0.0010894221125550274,-0.0044670664429001805,-0.0072436332481176004,-0.012314284464773562,0.0007414835320332003,-0.004624154233711764,0.0,-0.002524947797974022,-1
IBT,1991,0.018753579599157577,0.0011346727693269543,-0.00508056195254214,-0.0083835395179205,-0.012706310283695843,0.000646480125259501,-0.0053350844446972134,0.0,-0.0025250866522989667,-1
IDA,1991,0.022031026231753792,0.0012295073543310054,0.012269901903421587,-0.0193920718478689,-0.006815376318174748,-6.307150572069986e-05,0.006932315536041234,-0.0014568506288280148,-0.003214151664586993,1
IDB,1991,0.02472260320617803,0.002719442592108976,0.029732277808862895,-0.0444035517253619,-0.006253697663512581,5.728005138709858e-05,0.00982612182487097,-0.0008964150335830112,-0.007084930328708054,1
IDN,1991,0.10455349248452706,-0.019645942469791997,0.0752869438399335,-0.004485171610441397,0.04931703684363331,0.00022015265186633992,0.02583456929622896,-0.009530407326242028,0.0036009011352800256,1
IDX,1991,0.015688791694344673,0.0009374556500429776,-0.02771678464643834,0.0065973135371684985,-0.009032482504528927,-4.565521363919966e-05,-0.010216452318923208,-0.0015664243957269975,0.003153293937488009,-1
IND,1991,0.07584685295576232,0.0005818666146459605,0.05503897498679722,-0.044766231262923804,-0.01045105467402685,-0.0010047897412981998,0.024171074330826547,0.0012286466724300026,0.020491289038277075,1
IRL,1991,0.01183431952662728,-0.013441718681956018,0.010490714528794465,-0.0653688852359204,0.013452988221329454,0.00037735479029212037,0.004362881330135959,0.002449121788358202,0.01298990952554604,1
IRN,1991,0.023255813953488413,0.009191041037353997,0.06211380866885685,-0.008787780005136003,0.08445373534691147,0.0003024429825807895,-0.00013217235429829888,0.00015324541368900491,-0.0071096128740219915,1
IRQ,1991,0.0,0.009145574685049028,-0.29811795067460767,-1.218649353174553,-0.6442584130446825,-0.006026850542338012,0.006084712784629076,3.200951139769925e-05,0.06508489508249199,-1
ISL,1991,-0.02790616551844427,0.0,-0.028518069518284395,0.0,0.0,0.02624400695704402,-0.027976610958632908,0.00012728179551121986,0.00022725545862085,-1
ISR,1991,-0.05401459854014601,-0.00046210720887199133,-0.0384053541282281,0.0,0.0,0.0017397819052855023,0.00021141714946337764,0.000970425138632196,-0.0004823180748049083,-1
ITA,1991,0.018223389165703763,-0.026724694842065945,-0.0036212338944311417,-0.004473273851055299,0.014681756111360356,0.0055456625472788,-0.005809367272239019,0.002650368909592018,-0.04495534340570302,-1
JAM,1991,0.0,0.0,-0.016393465960190978,0.006377036385412404,0.0397597058416681,0.00049076424936219,0.0005104076693873694,-2.5854108956977484e-05,0.008313764507983023,-1
JOR,1991,0.08196721311475419,-0.0033771532184949924,-0.06527658806057435,0.01884434973147666,-0.03540432584568065,-0.0006677334048222017,0.0006583862458720002,0.0,0.0011502879558119615,-1
JPN,1991,-0.08225617469809221,-0.0013165112452010064,0.008367775901792607,-0.013175718221200595,0.031174946331546938,0.006597510597650001,-0.007892008226761393,-0.0002029621503019996,-0.0003999568316529434,1
KAZ,1991,0.0,0.0,0.03187350401437694,0.0,-0.11561052830776208,-0.0006105828636545596,0.0030108695847206324,0.0,0.0005629220954730841,1
KEN,1991,0.020000000000000018,0.0018800295182199989,-0.07042542707566524,-0.027537041798360803,-0.01767740165400966,0.0011246515621026988,-0.05623074288128649,0.00018035984116380633,-0.0248135969156512,-1
KGZ,1991,0.0,0.0,-0.11732827107877652,-0.13646721860405212,-0.09437083174582483,0.009140208147666203,-0.00959215026008664,0.0,-0.004983308219572038,-1
KHM,1991,-0.008333333333333304,0.003115794244278014,-0.004072835738049951,0.0,0.0,0.0,0.0,-0.0012677883525940104,0.0,-1
KIR,1991,0.0,0.0,0.009177631006457077,0.00869565217391298,-0.01942254477105254,0.0,0.0,0.0,0.0,1
KNA,1991,-0.04761904761904767,0.0,0.016423330190776353,-0.0674194064495572,-0.016371542460327126,0.0,0.0,0.0,0.0,1
KOR,1991,0.28565881125160786,-0.0018660584698320193,0.09855810083562688,0.009005036252031005,0.09686998929358026,-0.0038879428206240086,0.006659848998299189,-0.0007775243624300287,0.034295085439017964,1
KWT,1991,-0.022727272727272707,0.0,-0.6641584941700422,0.0,0.0,0.0,-0.0015418572016367982,7.856341189674016e-05,0.0,-1
LAC,1991,0.019398994818731197,6.813457015404367e-05,0.017542915392383618,0.03268549877878345,0.012441831218368726,-0.0001111213788373,0.009303302474440667,-0.002931363924439978,0.012159473681664004,1
LAO,1991,0.0,8.665511265159686e-05,0.03483597293353591,-0.024080150497136,0.01410584075724075,0.0,0.0,-0.0018110918544199705,0.0,1
LBN,1991,0.0625,0.000977517106548973,0.2272406193377079,0.22914219091664997,0.4647068660470761,-0.0017367783789351999,0.011816873010621176,-0.00014858260019501301,0.146666666666666,1
LBR,1991,0.0,0.003141611295681006,-0.059627554911193204,0.0,0.0,0.0,0.0,-0.003141611295680917,0.0,-1
LBY,1991,0.018183457561913974,2.8416517953591126e-05,-0.016739230775890346,0.0,0.0,0.0,0.00016164898408388417,0.0,0.0,-1
LCA,1991,0.04166666666666674,-0.018032786885245997,0.027293688199246047,-0.09515023501544269,-0.009928788144965783,0.0,0.0,-0.00042622950819705353,0.0,1
LCN,1991,0.019508215613213364,7.133485980972409e-06,0.010172421435763024,0.03323262320147793,0.013950250928045582,0.001296473786149699,0.007605958280880731,-0.002716393136819022,-0.0012390791718000216,1
LDC,1991,-0.02057906924108155,0.0008692579673790135,-0.03287363353349082,0.01635477727585103,-0.006636834486817067,6.582043016149841e-05,-0.013128731562791596,-0.001406885680959995,0.009274425372227028,-1
LIC,1991,0.04996650734000152,0.0010448080906909497,-0.04334202950769628,0.038087634519420405,-0.021089932621323304,-0.00038880432023399966,-0.016012503320217752,-0.0011558419949220067,0.0,-1
LIE,1991,0.0,0.0,0.02265430252255629,-0.004517008930986502,0.0,0.0,0.0,0.00125,0.0,1
LKA,1991,0.0,0.00047839260086099953,0.025415099830479404,-0.018000080668321605,0.03323750114268309,-0.0017378111161811026,0.04230669197667636,-0.002932706107479035,0.07570023172629041,1
LMC,1991,0.06068607673486559,0.0017313557115519985,0.0015561013940021962,-0.025461396501348,-0.010196143096762422,-0.0009080747780333009,-0.0033277589921513195,-0.0007643915579379979,0.0025394247515460222,1
LMY,1991,0.024264064759617066,0.0011906640597850072,-0.002264867416549854,-0.005307681738447598,-0.009707709176909218,0.00031703647994730133,-0.004346473593930589,0.0,0.0016024539015000983,-1
LSO,1991,0.010928961748633892,0.0006587615283270054,0.020104403790671244,0.009211337844482302,0.05182650261929789,0.0,0.0,0.0,0.0,1
LTE,1991,0.0004518982684724726,0.0018584977823280014,-0.003067720312754374,0.0055750891461629195,-0.012759564515023025,0.0012253699542327024,-0.005146338885430812,0.0,-0.00196984555734403,-1
LTU,1991,0.0,0.0,0.06253712423382063,0.0,0.0,-0.017673290914939983,0.02605297097728454,0.0,0.02393171998166004,1
LUX,1991,0.0,0.0,0.027646584441856525,0.033242568967060196,0.07198406193749896,-1.958612670569959e-05,0.001526640276511726,0.0,-0.007370423204944956,1
LVA,1991,0.0,0.0,-0.0795810045526385,0.0,0.0,-0.007569487462374802,-0.023815153543630174,0.0,0.09490393086467702,-1
MAR,1991,0.04712041884816753,0.00026887743670201303,0.05745435782138131,0.0380427592735619,0.054142709130123645,0.0007836360069310988,-0.010413336451844613,4.761371274998538e-05,-0.006474732961327021,1
MDA,1991,0.0,0.0,-0.19626673323856247,0.0,0.0,0.0012913370108142703,0.0,0.0,-0.007348791370235972,-1
MDG,1991,-0.04197901049475261,0.0004298930426109848,0.03743269323371634,-0.0943525664280258,-0.0907997666530087,0.0,0.0,-0.0011396980431269909,0.0,1
MDV,1991,0.0,0.0,-0.01305099345330607,0.0,0.0,0.0,0.0,0.0,0.0,-1
MEA,1991,0.033555051535671954,0.0018863857234349979,-0.0003427815848880966,-0.089293870138962,0.018225036146730877,-0.00042730071001883976,-0.0020079321771876435,3.3990306630098386e-05,-0.0003748562718280368,-1
MEX,1991,0.05770999999999993,0.005159597726279017,0.04742422391268386,-0.012741383280653898,0.01941126093010559,-0.0009032215335807026,0.0005949145246038068,-0.0011370148409159953,0.015408262812491103,1
MIC,1991,0.023828919239242907,0.0012273828839730072,-0.0010658155464887686,-0.006131212071006999,-0.00916128788764381,0.0003393224708241993,-0.004018887879215116,0.0,0.001558805336709952,-1
MKD,1991,0.0,0.0,-0.020576259337766634,0.0,-0.05825798766337642,0.0106595103109667,-0.01270793474493681,0.0,-0.06169440693770596,-1
MLI,1991,0.04761904761904767,0.00012293167457599452,-0.00772438378727569,0.1424759889685221,0.09553611296468678,0.0,0.0,0.0,0.0,-1
MLT,1991,0.0022321428571427937,0.0,-0.070328372094005,-0.00034898876179779493,0.034310264006069735,0.0,0.0,0.0,0.0,-1
MMR,1991,-0.23076923076923073,-0.00018361538696900936,-0.030649810026561863,-0.03467550181443739,-0.02069477486716853,-0.00048646379493565985,0.013667603616156043,-0.006656623925084943,0.01823156213980795,-1
MNA,1991,0.037084749148788454,0.0022011952882600026,0.001954825752441769,-0.1265808373325112,-0.024381952892733372,-0.0005990396944172693,-0.00300038856143503,3.4082027408799395e-05,0.007565945382763886,1
MNE,1991,0.0,0.0,-0.29338682649962033,0.0,0.0,0.0,0.0,0.0,0.0,-1
MNG,1991,-0.09090909090909094,0.0030631261007938804,0.11803940940045887,-0.0550908455301351,-0.10297327988581073,0.0,0.0064465421150095015,-5.693278681009772e-05,0.0,1
MOZ,1991,0.0,0.002784913146316015,-0.17805591958254086,0.03925458418707963,0.029314523857094432,0.0024680556734320794,-0.09842488771321645,-0.002784913146316015,-0.06022428612849197,-1
MRT,1991,0.005970149253731405,9.70214417390025e-05,-0.0047209733907842555,0.035593918150595004,-0.011811190398995808,0.0,0.0,-5.277966430580983e-05,0.0,-1
MUS,1991,0.0,-0.004926108374383986,0.06362176137308384,-0.027512905094023602,0.03314166399516183,-0.00121004393228332,0.05402928595374945,0.0004236453201970036,0.0104882865092911,1
MWI,1991,0.0,0.010818837505304017,0.06371665778418101,0.030379371263718404,0.05501818055635077,0.0,0.0,-0.004454815443359976,0.0,1
MYS,1991,0.11538461538461542,0.0011535534926190038,0.15880698699854356,0.005369402766842413,0.06502994436609266,-0.0017499931877793017,0.019698869678308695,-0.0028219449094500247,0.007300356601163998,1
NAC,1991,-0.014825336224724928,7.186165281101608e-05,-0.02127902562868933,-0.020174433710075462,-0.015950732411238233,0.006235315778131003,-0.009244994180901522,3.3933982778009406e-05,-0.0045363699259020505,-1
NER,1991,-0.02941176470588236,0.008352411778638,-0.0797929452414301,0.008689891843617698,-0.03483411996303931,0.0,0.0,-0.00048701349964470176,0.0,-1
NGA,1991,0.03956834532374098,0.007916378449004923,0.09736112144395692,-0.11418533332546757,-0.02180367900460367,0.0009682652278586901,0.06861554793628244,-0.0017930432491190017,-0.09279292305076105,1
NIC,1991,0.019230769230769162,0.002908426125976007,-0.030463462831248678,-0.001367817782493713,-0.024835753076101974,-0.0019071786463562023,-0.0269922950984125,-0.008309788931360983,0.01106800157945095,-1
NLD,1991,-0.0012511798406391605,-0.014366113744075974,0.029775859566212093,-0.017440885779968,0.016350545971283603,-0.0012959067540994006,-0.015289035323002964,0.00041972748815199523,0.0029131216369100345,1
NOR,1991,-0.009803921568627416,0.0009308845593630011,-0.07200025620023287,0.011521472567645802,0.025944059778749473,-0.0034462709795329972,0.017122196172272286,-5.2020019493994594e-05,0.00012657525544351706,-1
NPL,1991,0.10840000000000005,0.00018181818181801647,0.2271505530612774,0.0173311405046824,0.03650932401316487,0.00047420507267227017,0.1897966557791948,0.00076055944055895,0.03319581178448879,1
NRU,1991,0.0,0.0,-0.02839849527746996,0.0,0.0,0.0,0.0,0.0,0.0,-1
